=======================================================
ALL-GRID MATHEMATICAL PATTERN REPORT
Target Character: 'A'
Total File Size: 243496 characters
Grid Dimensions: 100 cols x 2435 rows
=======================================================

Row 0001 [Slots      0..    99] | Count: 25 | Type: IRREGULAR_CLUSTER  | Formula: Start #5, Deltas: 1.8.2.2.1.1...
Row 0847 [Slots  84600.. 84699] | Count:  1 | Type: SINGLE             | Formula: Slot #84677 (Offset +77)
Row 0848 [Slots  84700.. 84799] | Count:  1 | Type: SINGLE             | Formula: Slot #84739 (Offset +39)
Row 0849 [Slots  84800.. 84899] | Count:  1 | Type: SINGLE             | Formula: Slot #84822 (Offset +22)
Row 0850 [Slots  84900.. 84999] | Count:  1 | Type: SINGLE             | Formula: Slot #84938 (Offset +38)
Row 0851 [Slots  85000.. 85099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 85072 + (26 * k) [k=0..1]
Row 0852 [Slots  85100.. 85199] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #85115, Deltas: 40.17.23
Row 0853 [Slots  85200.. 85299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #85243, Deltas: 3.6
Row 0854 [Slots  85300.. 85399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0855 [Slots  85400.. 85499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 85409 + (35 * k) [k=0..1]
Row 0856 [Slots  85500.. 85599] | Count:  1 | Type: SINGLE             | Formula: Slot #85526 (Offset +26)
Row 0857 [Slots  85600.. 85699] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #85615, Deltas: 34.22.6
Row 0858 [Slots  85700.. 85799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 85712 + (82 * k) [k=0..1]
Row 0859 [Slots  85800.. 85899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #85804, Deltas: 51.26.11
Row 0860 [Slots  85900.. 85999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 85932 + (64 * k) [k=0..1]
Row 0861 [Slots  86000.. 86099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86019 + (3 * k) [k=0..1]
Row 0862 [Slots  86100.. 86199] | Count:  1 | Type: SINGLE             | Formula: Slot #86127 (Offset +27)
Row 0863 [Slots  86200.. 86299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86272 + (24 * k) [k=0..1]
Row 0864 [Slots  86300.. 86399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86304 + (55 * k) [k=0..1]
Row 0865 [Slots  86400.. 86499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86403 + (9 * k) [k=0..1]
Row 0866 [Slots  86500.. 86599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86517 + (71 * k) [k=0..1]
Row 0867 [Slots  86600.. 86699] | Count:  1 | Type: SINGLE             | Formula: Slot #86607 (Offset +7)
Row 0868 [Slots  86700.. 86799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 86734 + (46 * k) [k=0..1]
Row 0869 [Slots  86800.. 86899] | Count:  1 | Type: SINGLE             | Formula: Slot #86823 (Offset +23)
Row 0870 [Slots  86900.. 86999] | Count:  1 | Type: SINGLE             | Formula: Slot #86939 (Offset +39)
Row 0871 [Slots  87000.. 87099] | Count:  1 | Type: SINGLE             | Formula: Slot #87044 (Offset +44)
Row 0872 [Slots  87100.. 87199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 87162 + (2 * k) [k=0..1]
Row 0873 [Slots  87200.. 87299] | Count:  1 | Type: SINGLE             | Formula: Slot #87213 (Offset +13)
Row 0874 [Slots  87300.. 87399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0875 [Slots  87400.. 87499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #87404, Deltas: 70.21
Row 0876 [Slots  87500.. 87599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 87544 + (45 * k) [k=0..1]
Row 0877 [Slots  87600.. 87699] | Count:  1 | Type: SINGLE             | Formula: Slot #87634 (Offset +34)
Row 0878 [Slots  87700.. 87799] | Count:  1 | Type: SINGLE             | Formula: Slot #87739 (Offset +39)
Row 0879 [Slots  87800.. 87899] | Count:  1 | Type: SINGLE             | Formula: Slot #87830 (Offset +30)
Row 0880 [Slots  87900.. 87999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 87943 + (22 * k) [k=0..1]
Row 0881 [Slots  88000.. 88099] | Count:  1 | Type: SINGLE             | Formula: Slot #88053 (Offset +53)
Row 0882 [Slots  88100.. 88199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0883 [Slots  88200.. 88299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 88217 + (73 * k) [k=0..1]
Row 0884 [Slots  88300.. 88399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0885 [Slots  88400.. 88499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0886 [Slots  88500.. 88599] | Count:  1 | Type: SINGLE             | Formula: Slot #88522 (Offset +22)
Row 0887 [Slots  88600.. 88699] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #88622, Deltas: 34.1.22.2
Row 0888 [Slots  88700.. 88799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0889 [Slots  88800.. 88899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0890 [Slots  88900.. 88999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 88940 + (23 * k) [k=0..1]
Row 0891 [Slots  89000.. 89099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0892 [Slots  89100.. 89199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 89134 + (3 * k) [k=0..1]
Row 0893 [Slots  89200.. 89299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0894 [Slots  89300.. 89399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 89331 + (28 * k) [k=0..1]
Row 0895 [Slots  89400.. 89499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 89493 + (6 * k) [k=0..1]
Row 0896 [Slots  89500.. 89599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #89551, Deltas: 16.22
Row 0897 [Slots  89600.. 89699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #89635, Deltas: 16.48
Row 0898 [Slots  89700.. 89799] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #89722, Deltas: 11.29.22
Row 0899 [Slots  89800.. 89899] | Count:  1 | Type: SINGLE             | Formula: Slot #89820 (Offset +20)
Row 0900 [Slots  89900.. 89999] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #89904, Deltas: 22.4.23.12
Row 0901 [Slots  90000.. 90099] | Count:  6 | Type: IRREGULAR_CLUSTER  | Formula: Start #90013, Deltas: 10.22.20.3.24
Row 0902 [Slots  90100.. 90199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0903 [Slots  90200.. 90299] | Count:  1 | Type: SINGLE             | Formula: Slot #90233 (Offset +33)
Row 0904 [Slots  90300.. 90399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 90322 + (59 * k) [k=0..1]
Row 0905 [Slots  90400.. 90499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 90439 + (24 * k) [k=0..1]
Row 0906 [Slots  90500.. 90599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 90552 + (47 * k) [k=0..1]
Row 0907 [Slots  90600.. 90699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0908 [Slots  90700.. 90799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0909 [Slots  90800.. 90899] | Count:  1 | Type: SINGLE             | Formula: Slot #90851 (Offset +51)
Row 0910 [Slots  90900.. 90999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 90931 + (53 * k) [k=0..1]
Row 0911 [Slots  91000.. 91099] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #91008, Deltas: 80.1.4
Row 0912 [Slots  91100.. 91199] | Count:  1 | Type: SINGLE             | Formula: Slot #91166 (Offset +66)
Row 0913 [Slots  91200.. 91299] | Count:  1 | Type: SINGLE             | Formula: Slot #91225 (Offset +25)
Row 0914 [Slots  91300.. 91399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 91361 + (29 * k) [k=0..1]
Row 0915 [Slots  91400.. 91499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0916 [Slots  91500.. 91599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #91516, Deltas: 40.4.39
Row 0917 [Slots  91600.. 91699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #91611, Deltas: 17.2
Row 0918 [Slots  91700.. 91799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #91739, Deltas: 28.22
Row 0919 [Slots  91800.. 91899] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #91823, Deltas: 22.26.6.14
Row 0920 [Slots  91900.. 91999] | Count:  1 | Type: SINGLE             | Formula: Slot #91967 (Offset +67)
Row 0921 [Slots  92000.. 92099] | Count:  1 | Type: SINGLE             | Formula: Slot #92092 (Offset +92)
Row 0922 [Slots  92100.. 92199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0923 [Slots  92200.. 92299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0924 [Slots  92300.. 92399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #92316, Deltas: 71.5
Row 0925 [Slots  92400.. 92499] | Count:  1 | Type: SINGLE             | Formula: Slot #92412 (Offset +12)
Row 0926 [Slots  92500.. 92599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 92507 + (17 * k) [k=0..1]
Row 0927 [Slots  92600.. 92699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #92618, Deltas: 10.11
Row 0928 [Slots  92700.. 92799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 92741 + (51 * k) [k=0..1]
Row 0929 [Slots  92800.. 92899] | Count:  1 | Type: SINGLE             | Formula: Slot #92858 (Offset +58)
Row 0930 [Slots  92900.. 92999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #92955, Deltas: 13.10.18
Row 0931 [Slots  93000.. 93099] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #93010, Deltas: 18.28.19.7
Row 0932 [Slots  93100.. 93199] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #93163, Deltas: 1.14.21
Row 0933 [Slots  93200.. 93299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 93280 + (8 * k) [k=0..1]
Row 0934 [Slots  93300.. 93399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 93307 + (28 * k) [k=0..1]
Row 0935 [Slots  93400.. 93499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #93413, Deltas: 59.5
Row 0936 [Slots  93500.. 93599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0937 [Slots  93600.. 93699] | Count:  1 | Type: SINGLE             | Formula: Slot #93620 (Offset +20)
Row 0938 [Slots  93700.. 93799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 93770 + (26 * k) [k=0..1]
Row 0939 [Slots  93800.. 93899] | Count:  1 | Type: SINGLE             | Formula: Slot #93847 (Offset +47)
Row 0940 [Slots  93900.. 93999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #93917, Deltas: 42.1.33
Row 0941 [Slots  94000.. 94099] | Count:  1 | Type: SINGLE             | Formula: Slot #94030 (Offset +30)
Row 0942 [Slots  94100.. 94199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 94102 + (14 * k) [k=0..1]
Row 0943 [Slots  94200.. 94299] | Count:  1 | Type: SINGLE             | Formula: Slot #94259 (Offset +59)
Row 0944 [Slots  94300.. 94399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0945 [Slots  94400.. 94499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 94400 + (62 * k) [k=0..1]
Row 0946 [Slots  94500.. 94599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0947 [Slots  94600.. 94699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #94620, Deltas: 9.54
Row 0948 [Slots  94700.. 94799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 94727 + (7 * k) [k=0..1]
Row 0949 [Slots  94800.. 94899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0950 [Slots  94900.. 94999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 94948 + (20 * k) [k=0..1]
Row 0951 [Slots  95000.. 95099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0952 [Slots  95100.. 95199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #95103, Deltas: 44.45
Row 0953 [Slots  95200.. 95299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 95207 + (23 * k) [k=0..1]
Row 0954 [Slots  95300.. 95399] | Count:  1 | Type: SINGLE             | Formula: Slot #95309 (Offset +9)
Row 0955 [Slots  95400.. 95499] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #95454, Deltas: 18.1.13
Row 0956 [Slots  95500.. 95599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 95559 + (30 * k) [k=0..1]
Row 0957 [Slots  95600.. 95699] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #95612, Deltas: 37.1.21.23
Row 0958 [Slots  95700.. 95799] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #95715, Deltas: 14.18.5.19
Row 0959 [Slots  95800.. 95899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #95815, Deltas: 2.11.21
Row 0960 [Slots  95900.. 95999] | Count:  1 | Type: SINGLE             | Formula: Slot #95940 (Offset +40)
Row 0961 [Slots  96000.. 96099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #96035, Deltas: 9.8
Row 0962 [Slots  96100.. 96199] | Count:  1 | Type: SINGLE             | Formula: Slot #96186 (Offset +86)
Row 0963 [Slots  96200.. 96299] | Count:  1 | Type: SINGLE             | Formula: Slot #96274 (Offset +74)
Row 0964 [Slots  96300.. 96399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 96319 + (49 * k) [k=0..1]
Row 0965 [Slots  96400.. 96499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #96463, Deltas: 12.17
Row 0966 [Slots  96500.. 96599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0967 [Slots  96600.. 96699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0968 [Slots  96700.. 96799] | Count:  1 | Type: SINGLE             | Formula: Slot #96787 (Offset +87)
Row 0969 [Slots  96800.. 96899] | Count:  1 | Type: SINGLE             | Formula: Slot #96839 (Offset +39)
Row 0970 [Slots  96900.. 96999] | Count:  1 | Type: SINGLE             | Formula: Slot #96950 (Offset +50)
Row 0971 [Slots  97000.. 97099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #97011, Deltas: 21.1
Row 0972 [Slots  97100.. 97199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 97112 + (56 * k) [k=0..1]
Row 0973 [Slots  97200.. 97299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 97214 + (66 * k) [k=0..1]
Row 0974 [Slots  97300.. 97399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0975 [Slots  97400.. 97499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0976 [Slots  97500.. 97599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #97554, Deltas: 18.23
Row 0977 [Slots  97600.. 97699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 97613 + (72 * k) [k=0..1]
Row 0978 [Slots  97700.. 97799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 97721 + (66 * k) [k=0..1]
Row 0979 [Slots  97800.. 97899] | Count:  1 | Type: SINGLE             | Formula: Slot #97889 (Offset +89)
Row 0980 [Slots  97900.. 97999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0981 [Slots  98000.. 98099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0982 [Slots  98100.. 98199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 98110 + (14 * k) [k=0..1]
Row 0983 [Slots  98200.. 98299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0984 [Slots  98300.. 98399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #98311, Deltas: 5.53
Row 0985 [Slots  98400.. 98499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 98450 + (3 * k) [k=0..1]
Row 0986 [Slots  98500.. 98599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #98527, Deltas: 3.21
Row 0987 [Slots  98600.. 98699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #98615, Deltas: 46.23
Row 0988 [Slots  98700.. 98799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 98749 + (39 * k) [k=0..1]
Row 0989 [Slots  98800.. 98899] | Count:  1 | Type: SINGLE             | Formula: Slot #98804 (Offset +4)
Row 0990 [Slots  98900.. 98999] | Count:  1 | Type: SINGLE             | Formula: Slot #98961 (Offset +61)
Row 0991 [Slots  99000.. 99099] | Count:  1 | Type: SINGLE             | Formula: Slot #99004 (Offset +4)
Row 0992 [Slots  99100.. 99199] | Count:  1 | Type: SINGLE             | Formula: Slot #99191 (Offset +91)
Row 0993 [Slots  99200.. 99299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 99247 + (30 * k) [k=0..1]
Row 0994 [Slots  99300.. 99399] | Count:  1 | Type: SINGLE             | Formula: Slot #99333 (Offset +33)
Row 0995 [Slots  99400.. 99499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0996 [Slots  99500.. 99599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #99531, Deltas: 25.32
Row 0997 [Slots  99600.. 99699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #99612, Deltas: 44.24
Row 0998 [Slots  99700.. 99799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0999 [Slots  99800.. 99899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1000 [Slots  99900.. 99999] | Count:  1 | Type: SINGLE             | Formula: Slot #99918 (Offset +18)
Row 1001 [Slots 100000..100099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 100022 + (33 * k) [k=0..1]
Row 1002 [Slots 100100..100199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #100129, Deltas: 6.52
Row 1003 [Slots 100200..100299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #100211, Deltas: 18.66
Row 1004 [Slots 100300..100399] | Count:  1 | Type: SINGLE             | Formula: Slot #100377 (Offset +77)
Row 1005 [Slots 100400..100499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 100434 + (44 * k) [k=0..1]
Row 1006 [Slots 100500..100599] | Count:  1 | Type: SINGLE             | Formula: Slot #100547 (Offset +47)
Row 1007 [Slots 100600..100699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 100674 + (18 * k) [k=0..1]
Row 1008 [Slots 100700..100799] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #100711, Deltas: 21.14.14
Row 1009 [Slots 100800..100899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1010 [Slots 100900..100999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #100923, Deltas: 13.27.5
Row 1011 [Slots 101000..101099] | Count:  1 | Type: SINGLE             | Formula: Slot #101031 (Offset +31)
Row 1012 [Slots 101100..101199] | Count:  1 | Type: SINGLE             | Formula: Slot #101155 (Offset +55)
Row 1013 [Slots 101200..101299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1014 [Slots 101300..101399] | Count:  1 | Type: SINGLE             | Formula: Slot #101345 (Offset +45)
Row 1015 [Slots 101400..101499] | Count:  1 | Type: SINGLE             | Formula: Slot #101489 (Offset +89)
Row 1016 [Slots 101500..101599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1017 [Slots 101600..101699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 101602 + (12 * k) [k=0..1]
Row 1018 [Slots 101700..101799] | Count:  1 | Type: SINGLE             | Formula: Slot #101752 (Offset +52)
Row 1019 [Slots 101800..101899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 101819 + (67 * k) [k=0..1]
Row 1020 [Slots 101900..101999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #101942, Deltas: 7.34
Row 1021 [Slots 102000..102099] | Count:  1 | Type: SINGLE             | Formula: Slot #102081 (Offset +81)
Row 1022 [Slots 102100..102199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1023 [Slots 102200..102299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1024 [Slots 102300..102399] | Count:  1 | Type: SINGLE             | Formula: Slot #102352 (Offset +52)
Row 1025 [Slots 102400..102499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 102441 + (21 * k) [k=0..1]
Row 1026 [Slots 102500..102599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1027 [Slots 102600..102699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1028 [Slots 102700..102799] | Count:  1 | Type: SINGLE             | Formula: Slot #102733 (Offset +33)
Row 1029 [Slots 102800..102899] | Count:  1 | Type: SINGLE             | Formula: Slot #102835 (Offset +35)
Row 1030 [Slots 102900..102999] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #102911, Deltas: 11.11.13.34
